Player,Color,Opponent,PlayerElo,OpponentElo,Result,Date,UTCTime,Opening,NumMoves
player_19,Black,opponent_1239,1896,1916,0-1,2025-10-01,00:40:28,Queen's Pawn Game,64
player_20,Black,opponent_1303,2299,2332,0-1,2025-10-01,00:40:19,Scotch Game: GÇôring Gambit,102
player_05,White,opponent_1461,2027,1663,0-1,2025-10-01,00:39:36,Vienna Game: Anderssen Defense,48
player_31,White,opponent_1589,2017,2031,0-1,2025-10-01,00:40:13,"Sicilian Defense: Closed, Traditional",72
player_24,Black,opponent_0034,2271,2298,1-0,2025-10-01,00:40:13,Scandinavian Defense,6
player_33,White,opponent_1966,2154,2140,1-0,2025-10-01,00:40:13,Saragossa Opening,77
player_09,White,opponent_1235,2278,2257,0-1,2025-10-01,00:40:16,King's Gambit Declined: Classical Variation,96
player_03,Black,opponent_1766,1907,1845,1-0,2025-10-01,00:40:17,Scandinavian Defense,67
player_17,Black,opponent_0313,1918,1921,0-1,2025-10-01,00:40:17,Scandinavian Defense: Main Line,28
player_25,White,opponent_0808,1887,1856,0-1,2025-10-01,00:40:03,"Sicilian Defense: Delayed Alapin Variation, with d6",82
player_28,Black,opponent_1820,1946,1927,0-1,2025-10-01,00:40:03,Benoni Defense: Old Benoni,42
player_39,Black,opponent_0003,2152,2063,1-0,2025-10-01,00:40:04,Pirc Defense,63
player_05,Black,opponent_0477,2017,1319,0-1,2025-10-01,00:40:37,Caro-Kann Defense,26
player_32,White,opponent_0671,2379,2376,1-0,2025-10-01,00:40:40,Benoni Defense: Old Benoni,87
player_08,White,opponent_1288,1941,1910,1-0,2025-10-01,00:40:00,English Opening: Caro-Kann Defensive System,81
player_35,Black,opponent_0543,2206,1625,0-1,2025-10-01,00:41:08,Caro-Kann Defense,6
player_28,White,opponent_1820,1951,1922,1-0,2025-10-01,00:41:24,Zukertort Opening: Tennison Gambit,93
player_37,Black,opponent_0113,1961,1896,0-1,2025-10-01,00:40:47,Mieses Opening,96
player_06,Black,opponent_0021,2042,2020,1-0,2025-10-01,00:40:48,English Opening: Caro-Kann Defensive System,82
player_16,White,opponent_0827,2284,2289,0-1,2025-10-01,00:41:23,Sicilian Defense: Closed,116
player_35,White,opponent_0345,2206,1744,1/2-1/2,2025-10-01,00:41:24,Queen's Pawn Game: Modern Defense,91
player_05,White,opponent_0546,2017,1925,1-0,2025-10-01,00:41:24,King's Pawn Game: King's Head Opening,39
player_23,Black,opponent_1520,2273,2474,1-0,2025-10-01,00:41:03,Scandinavian Defense: Mieses-Kotroc Variation,85
player_02,White,opponent_0365,2076,2011,1-0,2025-10-01,00:41:04,Nimzo-Larsen Attack,59
player_13,White,opponent_0105,2269,2380,0-1,2025-10-01,00:41:42,Dutch Defense,74
player_22,White,opponent_0657,2228,2275,0-1,2025-10-01,00:40:56,"English Opening: Symmetrical Variation, Normal Variation",64
player_18,White,opponent_0901,2076,2095,0-1,2025-10-01,00:41:00,"Ruy Lopez: Berlin Defense, Beverwijk Variation",58
player_14,White,opponent_0835,1973,1932,1-0,2025-10-01,00:41:01,Caro-Kann Defense,79
player_15,Black,opponent_0727,1932,1973,1-0,2025-10-01,00:41:01,Caro-Kann Defense,79
player_17,Black,opponent_1264,1923,1972,1-0,2025-10-01,00:40:52,Caro-Kann Defense: Advance Variation,57
player_04,Black,opponent_1102,2162,2141,1-0,2025-10-01,00:40:52,English Opening: Agincourt Defense,115
player_24,Black,opponent_1845,2261,2318,0-1,2025-10-01,00:41:38,Slav Defense: Three Knights Variation,60
player_30,White,opponent_1745,2211,2219,1-0,2025-10-01,00:41:36,Queen's Pawn Game: Colle System,45
player_29,White,opponent_0082,2156,2081,1-0,2025-10-01,00:41:36,Modern Defense: Standard Line,85
player_36,Black,opponent_1539,1863,1900,1-0,2025-10-01,00:41:53,Queen's Pawn Game,57
player_40,White,opponent_0853,2259,2173,0-1,2025-10-01,00:41:56,Van't Kruijs Opening,78
player_39,White,opponent_0318,2145,2094,0-1,2025-10-01,00:42:04,Van't Kruijs Opening,52
player_27,White,opponent_1005,2145,2151,0-1,2025-10-01,00:42:14,Alekhine Defense: Scandinavian Variation,52
player_07,Black,opponent_1164,2042,2091,1-0,2025-10-01,00:41:59,Queen's Pawn Game,75
player_03,White,opponent_0665,1900,1961,0-1,2025-10-01,00:42:11,Sicilian Defense: McDonnell Attack,52
player_22,Black,opponent_0657,2223,2280,0-1,2025-10-01,00:42:01,Horwitz Defense,54
player_19,White,opponent_1964,1902,2004,1-0,2025-10-01,00:42:17,Scandinavian Defense,23
player_33,White,opponent_1012,2160,2135,1-0,2025-10-01,00:42:07,Saragossa Opening,85
player_08,White,opponent_0687,1946,1817,1-0,2025-10-01,00:42:07,English Opening: Agincourt Defense,65
player_01,Black,opponent_1086,2087,2071,0-1,2025-10-01,00:41:47,Benoni Defense: Old Benoni,52
player_12,Black,opponent_1200,2045,1991,0-1,2025-10-01,00:41:50,Hungarian Opening: Indian Defense,70
player_34,White,opponent_1924,2175,2190,1-0,2025-10-01,00:42:31,Sicilian Defense: Smith-Morra Gambit,55
player_35,Black,opponent_0265,2201,1818,1-0,2025-10-01,00:42:25,Caro-Kann Defense: Two Knights Attack,59
player_05,Black,opponent_0929,2021,1584,0-1,2025-10-01,00:42:25,Caro-Kann Defense: Advance Variation,50
player_21,White,opponent_0286,1860,1851,1-0,2025-10-01,00:42:27,Englund Gambit: Main Line,21
player_38,Black,opponent_1664,1995,1986,0-1,2025-10-01,00:42:36,English Defense,66
player_09,Black,opponent_1235,2254,2263,0-1,2025-10-01,00:42:22,Bishop's Opening,60
player_25,Black,opponent_1310,1881,1824,1-0,2025-10-01,00:42:24,Van't Kruijs Opening,99
player_23,White,opponent_1520,2271,2477,1-0,2025-10-01,00:42:28,"Sicilian Defense: Accelerated Dragon, Modern Variation",49
player_10,Black,opponent_0552,1917,1917,1-0,2025-10-01,00:42:29,Sicilian Defense: Alapin Variation,85
player_18,White,opponent_1177,2071,2032,0-1,2025-10-01,00:42:51,Sicilian Defense: Classical Variation,78
player_21,Black,opponent_1737,1866,1868,1-0,2025-10-01,00:42:51,Trompowsky Attack: Edge Variation,67
player_04,White,opponent_1258,2156,2184,0-1,2025-10-01,00:43:05,Scandinavian Defense: Modern Variation,104
player_06,White,opponent_0021,2036,2027,1-0,2025-10-01,00:43:06,Saragossa Opening,93
player_31,Black,opponent_0389,2011,2016,0-1,2025-10-01,00:42:43,Horwitz Defense,56
player_17,White,opponent_0625,1918,1933,0-1,2025-10-01,00:43:00,Sicilian Defense: Franco-Sicilian Variation,78
player_32,Black,opponent_1772,2385,2476,0-1,2025-10-01,00:42:54,Yusupov-Rubinstein System,82
player_19,Black,opponent_0088,1910,1801,1-0,2025-10-01,00:42:54,Barnes Defense,43
player_37,Black,opponent_0436,1965,1995,1-0,2025-10-01,00:42:54,Nimzo-Larsen Attack: Classical Variation,103
player_20,White,opponent_0671,2306,2370,0-1,2025-10-01,00:42:58,Benoni Defense: Old Benoni,96
player_36,White,opponent_0698,1857,1872,1-0,2025-10-01,00:43:15,"French Defense: Tarrasch Variation, Closed Variation",54
player_08,Black,opponent_0103,1950,1930,1-0,2025-10-01,00:43:19,Horwitz Defense,69
player_01,White,opponent_1086,2092,2065,1-0,2025-10-01,00:43:45,Englund Gambit Declined,53
player_15,White,opponent_0727,1927,1978,1-0,2025-10-01,00:43:12,Saragossa Opening,81
player_14,Black,opponent_0835,1978,1927,1-0,2025-10-01,00:43:12,Saragossa Opening,81
player_30,White,opponent_1912,2217,2242,1-0,2025-10-01,00:42:58,Queen's Pawn Game: Stonewall Attack,99
player_02,Black,opponent_0062,2081,1988,0-1,2025-10-01,00:42:58,English Defense,114
player_23,Black,opponent_1520,2279,2468,1-0,2025-10-01,00:43:37,Scandinavian Defense: Mieses-Kotroc Variation,65
player_24,Black,opponent_0874,2268,2316,1-0,2025-10-01,00:43:53,Mieses Opening,117
player_35,White,opponent_1739,2191,1725,1-0,2025-10-01,00:43:27,Queen's Pawn Game: Zukertort Variation,55
player_05,White,opponent_1461,2022,1678,1-0,2025-10-01,00:43:27,Vienna Game: Anderssen Defense,33
player_39,White,opponent_0917,2138,2281,1-0,2025-10-01,00:43:42,Benoni Defense: Old Benoni,43
player_16,Black,opponent_0827,2278,2295,1-0,2025-10-01,00:43:42,Sicilian Defense: Smith-Morra Gambit Deferred,149
player_40,White,opponent_0076,2252,2239,0-1,2025-10-01,00:44:18,Van't Kruijs Opening,82
player_03,White,opponent_0757,1896,1851,1-0,2025-10-01,00:44:09,French Defense: Pelikan Variation,81
player_09,White,opponent_0323,2276,2194,1-0,2025-10-01,00:44:04,Modern Defense: Two Knights Variation,91
player_25,White,opponent_1266,1874,1850,0-1,2025-10-01,00:44:37,Scandinavian Defense: Mieses-Kotroc Variation,76
player_33,Black,opponent_1598,2165,2292,1-0,2025-10-01,00:44:41,Barnes Defense,79
player_13,Black,opponent_1474,2265,2303,0-1,2025-10-01,00:44:12,Semi-Slav Defense,126
player_05,White,opponent_0345,2024,1752,1-0,2025-10-01,00:44:29,Ware Defense,9
player_34,Black,opponent_0081,2181,2223,0-1,2025-10-01,00:44:22,Scandinavian Defense: Main Line,44
player_12,White,opponent_0644,2050,2029,1-0,2025-10-01,00:44:00,Van Geet Opening,61
player_07,White,opponent_1164,2038,2096,1-0,2025-10-01,00:44:00,Horwitz Defense,117
player_29,Black,opponent_0082,2161,2077,0-1,2025-10-01,00:44:03,Nimzo-Larsen Attack: Classical Variation,76
player_22,Black,opponent_1630,2230,2386,1-0,2025-10-01,00:44:04,Hungarian Opening: Slav Formation,51
player_31,White,opponent_1259,2017,1988,1-0,2025-10-01,00:44:25,Owen Defense,85
player_35,Black,opponent_1781,2192,2256,1-0,2025-10-01,00:44:29,Queen's Pawn Game,29
player_18,White,opponent_0817,2065,2084,1-0,2025-10-01,00:44:52,Sicilian Defense: Lasker-Pelikan Variation,60
player_19,White,opponent_1763,1902,1879,1-0,2025-10-01,00:44:52,King's Pawn Game: King's Head Opening,81
player_27,Black,opponent_1005,2140,2156,1-0,2025-10-01,00:44:16,"Alekhine Defense: Modern Variation, Schmid Variation",81
player_37,White,opponent_1120,1960,1948,0-1,2025-10-01,00:45:11,Queen's Pawn Game: Accelerated London System,82
player_20,Black,opponent_0671,2301,2375,0-1,2025-10-01,00:44:45,Nimzowitsch Defense,74
player_28,Black,opponent_1943,1957,1956,0-1,2025-10-01,00:44:33,"Sicilian Defense: Closed, Traditional",62
player_10,White,opponent_0447,1911,1648,1-0,2025-10-01,00:44:34,Queen's Gambit Declined: Marshall Defense,55
player_21,White,opponent_1149,1860,1887,0-1,2025-10-01,00:45:03,Tarrasch Defense,74
player_32,Black,opponent_1424,2392,2277,0-1,2025-10-01,00:45:03,Owen Defense,66
player_38,White,opponent_0935,2001,1993,1-0,2025-10-01,00:44:56,French Defense: King's Indian Attack,69
player_35,White,opponent_0599,2187,1679,1-0,2025-10-01,00:45:00,Van't Kruijs Opening,55
player_05,Black,opponent_1781,2026,2261,1-0,2025-10-01,00:45:00,Queen's Pawn Game: Torre Attack,59
player_23,White,opponent_1520,2276,2471,0-1,2025-10-01,00:45:08,"Sicilian Defense: Closed, Traditional",80
player_30,Black,opponent_0641,2223,2232,0-1,2025-10-01,00:45:15,Queen's Pawn Game: Colle System,72
player_35,White,opponent_1386,2188,1905,1-0,2025-10-01,00:45:40,Van Geet Opening: Sicilian Two Knights,55
player_04,Black,opponent_0775,2151,2179,1-0,2025-10-01,00:45:28,"French Defense: Rubinstein Variation, Blackburne Defense",49
player_14,White,opponent_0835,1971,1934,1-0,2025-10-01,00:45:28,Caro-Kann Defense,57
player_15,Black,opponent_0727,1934,1971,1-0,2025-10-01,00:45:28,Caro-Kann Defense,57
player_36,White,opponent_1565,1863,1835,0-1,2025-10-01,00:45:36,Caro-Kann Defense: Advance Variation,72
player_22,Black,opponent_0902,2226,2238,1-0,2025-10-01,00:45:53,Horwitz Defense,17
player_01,Black,opponent_1391,2097,2097,0-1,2025-10-01,00:45:54,Benoni Defense: Old Benoni,82
player_12,White,opponent_0147,2055,2041,1-0,2025-10-01,00:45:51,Van Geet Opening,57
player_06,Black,opponent_0507,2041,2055,1-0,2025-10-01,00:45:51,Van Geet Opening,57
player_17,Black,opponent_0428,1913,1940,1-0,2025-10-01,00:45:18,Blackmar-Diemer Gambit,35
player_05,Black,opponent_0422,2023,1873,0-1,2025-10-01,00:45:30,Barnes Opening,90
player_02,White,opponent_1906,2085,2139,0-1,2025-10-01,00:45:32,Nimzo-Larsen Attack: Modern Variation,64
player_08,Black,opponent_1714,1944,1978,1-0,2025-10-01,00:45:22,"French Defense: Advance Variation, Extended Bishop Swap",87
player_34,White,opponent_0189,2187,2086,0-1,2025-10-01,00:45:22,Danish Gambit,62
player_22,White,opponent_0902,2221,2244,1-0,2025-10-01,00:46:19,"Slav Defense: Exchange Variation, Boor Attack",45
player_07,Black,opponent_1164,2044,2089,1-0,2025-10-01,00:46:07,Queen's Pawn Game,73
player_17,White,opponent_0990,1908,1876,1-0,2025-10-01,00:46:24,Scandinavian Defense: Mieses-Kotroc Variation,31
player_35,Black,opponent_0599,2190,1680,0-1,2025-10-01,00:46:27,Queen's Pawn Game,42
player_24,White,opponent_0480,2263,2303,0-1,2025-10-01,00:46:09,Slav Defense: Bonet Gambit,100
player_39,Black,opponent_0536,2146,2142,0-1,2025-10-01,00:45:48,Scandinavian Defense: Modern Variation,68
player_05,White,opponent_1781,2027,2265,0-1,2025-10-01,00:46:15,Scandinavian Defense,66
player_28,White,opponent_1783,1962,1916,1-0,2025-10-01,00:46:15,Caro-Kann Defense,37
player_29,White,opponent_1651,2165,2189,1-0,2025-10-01,00:46:15,Caro-Kann Defense: Classical Variation,63
player_18,Black,opponent_1282,2071,2081,1-0,2025-10-01,00:46:31,Zukertort Opening: Sicilian Invitation,83
player_27,White,opponent_0764,2134,2120,0-1,2025-10-01,00:46:31,"King's Indian Defense: Fianchetto Variation, Yugoslav Variation, Advance Line",94
player_10,Black,opponent_0692,1913,1966,1-0,2025-10-01,00:46:48,Van't Kruijs Opening,63
player_20,White,opponent_0671,2308,2368,0-1,2025-10-01,00:46:48,Scotch Game: Steinitz Variation,94
player_16,White,opponent_0827,2273,2300,0-1,2025-10-01,00:46:17,Sicilian Defense: Closed,70
player_31,Black,opponent_1808,2022,1970,0-1,2025-10-01,00:46:44,Modern Defense,68
player_19,White,opponent_1042,1908,1964,0-1,2025-10-01,00:46:44,Caro-Kann Defense,60
player_03,Black,opponent_1665,1901,1877,1-0,2025-10-01,00:46:44,Pirc Defense,125
player_40,White,opponent_1337,2246,2208,1-0,2025-10-01,00:46:44,Van't Kruijs Opening,69
player_38,Black,opponent_0647,2006,1916,0-1,2025-10-01,00:47:07,Rat Defense: Small Center Defense,54
player_04,Black,opponent_0855,2146,2078,0-1,2025-10-01,00:46:57,French Defense: Steiner Variation,82
player_09,White,opponent_0051,2291,2161,1-0,2025-10-01,00:46:57,"Alekhine Defense: Two Pawns Attack, Lasker Variation",43
player_28,Black,opponent_0153,1967,1963,1-0,2025-10-01,00:47:10,"French Defense: Advance Variation, Paulsen Attack",55
player_05,Black,opponent_0806,2026,1810,1-0,2025-10-01,00:47:12,Queen's Pawn Game: Colle System,81
player_30,Black,opponent_0312,2229,2238,0-1,2025-10-01,00:47:14,Scandinavian Defense: Panov Transfer,56
player_05,Black,opponent_0345,2024,1746,0-1,2025-10-01,00:46:50,Mieses Opening,26
player_21,Black,opponent_0190,1855,1859,0-1,2025-10-01,00:47:14,"Alekhine Defense: Four Pawns Attack, Fianchetto Variation",84
player_33,White,opponent_1089,2162,2219,0-1,2025-10-01,00:47:18,Saragossa Opening,74
player_34,Black,opponent_1076,2180,2101,1-0,2025-10-01,00:47:39,Scandinavian Defense: Blackburne Gambit,121
player_37,Black,opponent_0883,1954,1960,1-0,2025-10-01,00:47:39,Scandinavian Defense: Modern Variation,99
player_35,White,opponent_0265,2190,1843,1-0,2025-10-01,00:47:02,Benoni Defense: Old Benoni,61
player_15,White,opponent_0727,1929,1976,0-1,2025-10-01,00:47:22,Saragossa Opening,88
player_14,Black,opponent_0835,1976,1929,0-1,2025-10-01,00:47:22,Saragossa Opening,88
player_32,White,opponent_0419,2396,2395,0-1,2025-10-01,00:47:25,Indian Defense: Tartakower Attack,154
player_25,Black,opponent_1641,1868,1864,0-1,2025-10-01,00:47:03,French Defense: King's Indian Attack,32
player_17,Black,opponent_0074,1913,1942,0-1,2025-10-01,00:47:03,Scandinavian Defense: Mieses-Kotroc Variation,32
player_20,Black,opponent_0671,2303,2373,1/2-1/2,2025-10-01,00:48:24,Vienna Game: Max Lange Defense,126
player_35,Black,opponent_0265,2192,1844,1/2-1/2,2025-10-01,00:48:25,Caro-Kann Defense: Two Knights Attack,105
player_22,Black,opponent_0902,2227,2237,0-1,2025-10-01,00:47:29,Horwitz Defense,62
player_06,Black,opponent_1976,2036,2130,0-1,2025-10-01,00:47:32,English Opening: Caro-Kann Defensive System,114
player_36,Black,opponent_0964,1857,1797,1-0,2025-10-01,00:47:55,Polish Opening: King's Indian Variation,77
player_16,Black,opponent_0827,2268,2306,1-0,2025-10-01,00:47:45,Sicilian Defense: Smith-Morra Gambit Deferred,73
player_08,White,opponent_0820,1939,1916,1-0,2025-10-01,00:47:47,English Opening: King's English Variation,57
player_17,Black,opponent_1288,1919,1899,0-1,2025-10-01,00:47:47,Queen's Pawn Game: Accelerated London System,56
player_02,Black,opponent_0189,2081,2094,1-0,2025-10-01,00:47:47,Owen Defense,31
player_05,White,opponent_1781,2017,2268,0-1,2025-10-01,00:48:02,Scandinavian Defense,56
player_27,White,opponent_1965,2128,2146,0-1,2025-10-01,00:48:42,Scandinavian Defense: Modern Variation,58
player_12,White,opponent_1957,2061,2038,0-1,2025-10-01,00:47:28,Van Geet Opening,78
player_24,White,opponent_1128,2258,2274,1-0,2025-10-01,00:47:28,Queen's Gambit Declined: Semi-Tarrasch Defense,81
player_23,Black,opponent_1198,2274,2258,1-0,2025-10-01,00:47:28,Queen's Gambit Declined: Semi-Tarrasch Defense,81
player_35,Black,opponent_0599,2192,1685,0-1,2025-10-01,00:47:47,Queen's Pawn Game,66
player_01,White,opponent_1215,2103,2129,0-1,2025-10-01,00:48:08,Queen's Gambit Accepted,96
player_09,White,opponent_1385,2304,2349,0-1,2025-10-01,00:48:08,Scandinavian Defense: Mieses-Kotroc Variation,70
player_07,White,opponent_1164,2039,2095,0-1,2025-10-01,00:48:10,Horwitz Defense,56
player_40,Black,opponent_0323,2251,2185,1-0,2025-10-01,00:48:58,English Defense,57
player_39,White,opponent_0777,2152,2165,1-0,2025-10-01,00:48:35,Van't Kruijs Opening,47
player_18,Black,opponent_0895,2065,2058,0-1,2025-10-01,00:48:33,"Sicilian Defense: Najdorf Variation, English Attack",66
player_05,White,opponent_0929,2015,1565,1-0,2025-10-01,00:48:37,Alekhine Defense,37
player_22,White,opponent_0902,2233,2232,0-1,2025-10-01,00:48:39,Saragossa Opening,64
player_29,Black,opponent_0189,2171,2099,1-0,2025-10-01,00:48:28,Scandinavian Defense,77
player_02,White,opponent_1025,2075,2164,0-1,2025-10-01,00:48:28,Nimzo-Larsen Attack: Indian Variation,46
player_14,White,opponent_0835,1981,1924,0-1,2025-10-01,00:49:16,Caro-Kann Defense,24
player_15,Black,opponent_0727,1924,1981,0-1,2025-10-01,00:49:16,Caro-Kann Defense,24
player_30,White,opponent_0810,2235,2238,1-0,2025-10-01,00:49:19,Queen's Pawn Game: Stonewall Attack,21
player_08,White,opponent_1862,1944,1901,1/2-1/2,2025-10-01,00:49:15,English Opening: Great Snake Variation,73
player_31,White,opponent_1717,2027,2033,0-1,2025-10-01,00:48:46,Nimzowitsch Defense: Breyer Variation,94
player_38,White,opponent_1191,2011,1934,0-1,2025-10-01,00:49:10,Mieses Opening,96
player_03,White,opponent_1113,1895,1904,1-0,2025-10-01,00:49:10,"Pirc Defense: Austrian Attack, Kurajica Variation",59
player_19,Black,opponent_1360,1903,1884,1-0,2025-10-01,00:48:50,English Opening,55
player_35,White,opponent_0345,2188,1750,1-0,2025-10-01,00:49:08,Queen's Pawn Game,61
player_28,White,opponent_0647,1962,1912,1-0,2025-10-01,00:49:08,Zukertort Opening: Tennison Gambit,57
player_25,Black,opponent_1716,1874,1890,1-0,2025-10-01,00:49:27,French Defense: Queen's Knight,59
player_17,White,opponent_0074,1925,1930,1-0,2025-10-01,00:49:31,Borg Defense,29
player_10,White,opponent_0109,1909,1908,0-1,2025-10-01,00:49:04,English Defense,76
player_04,White,opponent_0814,2150,2212,1-0,2025-10-01,00:49:04,Sicilian Defense: Old Sicilian,37
player_22,Black,opponent_0902,2227,2237,0-1,2025-10-01,00:49:53,Benoni Defense: Old Benoni,86
player_05,Black,opponent_0546,2016,1922,1-0,2025-10-01,00:49:20,Queen's Pawn Game,67
player_21,Black,opponent_0876,1861,1880,1-0,2025-10-01,00:49:34,Hungarian Opening: Indian Defense,59
player_12,Black,opponent_0736,2054,2088,1-0,2025-10-01,00:49:34,Modern Defense,69
player_15,White,opponent_0727,1930,1975,0-1,2025-10-01,00:49:36,Saragossa Opening,114
player_14,Black,opponent_0835,1975,1930,0-1,2025-10-01,00:49:36,Saragossa Opening,114
player_24,White,opponent_1663,2264,2392,1-0,2025-10-01,00:49:39,Semi-Slav Defense,97
player_07,White,opponent_0032,2035,2071,1-0,2025-10-01,00:50:13,English Defense,95
player_02,Black,opponent_0205,2071,2035,1-0,2025-10-01,00:50:13,English Defense,95
player_23,Black,opponent_0799,2268,2588,1-0,2025-10-01,00:50:15,Scandinavian Defense: Mieses-Kotroc Variation,95
